Latitude (decimal degrees):	3.041
Longitude (decimal degrees):	31.053
Elevation (m):	899
Radiation database:	PVGIS-SARAH2


Slope: 5 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190530:2106,0.0,0.0,0.0,23.52,0.55,0.0
20190530:2206,0.0,0.0,0.0,23.27,0.62,0.0
20190530:2306,0.0,0.0,0.0,23.41,0.48,0.0
20190531:0006,0.0,0.0,0.0,22.66,0.76,0.0
20190531:0106,0.0,0.0,0.0,21.13,1.38,0.0
20190531:0206,0.0,0.0,0.0,21.04,1.1,0.0
20190531:0306,0.0,0.0,0.0,22.32,0.55,0.0
20190531:0406,8.4,25.97,4.14,22.05,0.0,0.0
20190531:0506,153.01,224.06,18.05,22.27,0.07,0.0
20190531:0606,298.2,393.27,31.85,23.97,0.28,0.0
20190531:0706,367.28,486.24,45.31,26.82,0.69,0.0
20190531:0806,514.69,699.12,57.89,28.11,0.34,0.0
20190531:0906,400.71,542.79,67.94,29.07,0.41,0.0
20190531:1006,663.29,914.56,70.87,29.12,1.03,0.0
20190531:1106,534.96,724.08,64.11,28.44,0.9,0.0
20190531:1206,79.79,118.8,52.62,27.94,0.34,0.0
20190531:1306,262.56,349.44,39.55,28.24,1.59,0.0
20190531:1406,141.62,195.84,25.9,27.06,1.79,0.0
20190531:1506,39.62,66.5,12.04,25.57,2.21,0.0
20190531:1606,0.0,0.0,0.0,24.37,2.34,0.0
20190531:1706,0.0,0.0,0.0,23.68,2.34,0.0
20190531:1806,0.0,0.0,0.0,23.25,1.59,0.0
20190531:1906,0.0,0.0,0.0,22.31,1.24,0.0
20190531:2006,0.0,0.0,0.0,21.72,0.69,0.0
20190531:2106,0.0,0.0,0.0,22.21,0.41,0.0
20190531:2206,0.0,0.0,0.0,21.42,0.69,0.0
20190531:2306,0.0,0.0,0.0,21.65,0.48,0.0
20190601:0006,0.0,0.0,0.0,21.5,0.41,0.0
20190601:0106,0.0,0.0,0.0,21.0,0.69,0.0
20190601:0206,0.0,0.0,0.0,20.67,0.76,0.0
20190601:0306,0.0,0.0,0.0,19.79,1.03,0.0
20190601:0406,0.0,3.99,4.11,19.32,1.17,0.0
20190601:0506,8.53,21.96,18.01,20.79,0.55,0.0
20190601:0606,22.05,41.93,31.79,22.88,0.83,0.0
20190601:0706,35.19,59.9,45.23,24.23,1.1,0.0
20190601:0806,46.31,74.88,57.79,25.74,0.97,0.0
20190601:0906,271.15,363.02,67.81,27.25,0.48,0.0
20190601:1006,343.89,460.6,70.73,28.16,0.76,0.0
20190601:1106,309.5,411.15,64.04,26.63,0.76,0.0
20190601:1206,497.87,659.97,52.59,26.01,0.83,0.0
20190601:1306,412.31,541.58,39.55,25.81,0.83,0.0
20190601:1406,247.95,335.38,25.92,25.61,0.97,0.0
20190601:1506,55.78,90.78,12.07,25.5,0.21,0.0
20190601:1606,0.0,0.0,0.0,24.54,0.76,0.0
20190601:1706,0.0,0.0,0.0,23.91,0.9,0.0
20190601:1806,0.0,0.0,0.0,22.83,1.17,0.0
20190601:1906,0.0,0.0,0.0,22.28,1.03,0.0
20190601:2006,0.0,0.0,0.0,22.47,0.83,0.0
20190601:2106,0.0,0.0,0.0,22.75,0.76,0.0
20190601:2206,0.0,0.0,0.0,22.97,0.28,0.0
20190601:2306,0.0,0.0,0.0,21.91,0.9,0.0
20190602:0006,0.0,0.0,0.0,20.91,1.1,0.0
20190602:0106,0.0,0.0,0.0,19.85,1.45,0.0
20190602:0206,0.0,0.0,0.0,19.62,1.38,0.0
20190602:0306,0.0,0.0,0.0,19.42,1.45,0.0
20190602:0406,8.32,24.34,4.08,19.14,1.52,0.0
20190602:0506,156.11,227.49,17.96,20.96,0.76,0.0
20190602:0606,290.5,382.36,31.73,23.91,0.48,0.0
20190602:0706,486.88,647.28,45.16,25.65,0.28,0.0
20190602:0806,587.58,807.36,57.69,27.11,0.0,0.0
20190602:0906,646.41,900.63,67.68,28.23,0.28,0.0
20190602:1006,662.54,921.48,70.61,29.22,0.69,0.0
20190602:1106,644.02,877.17,63.97,29.57,1.45,0.0
20190602:1206,565.57,764.27,52.56,29.46,1.03,0.0
20190602:1306,429.66,567.05,39.55,27.21,1.03,0.0
20190602:1406,181.5,245.84,25.94,25.91,1.59,0.0
20190602:1506,67.97,111.96,12.1,25.97,0.97,0.0
20190602:1606,0.0,0.0,0.0,25.31,0.97,0.0
20190602:1706,0.0,0.0,0.0,24.03,1.1,0.0
20190602:1806,0.0,0.0,0.0,24.61,0.69,0.0
20190602:1906,0.0,0.0,0.0,24.33,0.76,0.0
20190602:2006,0.0,0.0,0.0,23.55,0.76,0.0
20190602:2106,0.0,0.0,0.0,23.61,0.62,0.0
20190602:2206,0.0,0.0,0.0,21.48,1.17,0.0
20190602:2306,0.0,0.0,0.0,20.6,1.31,0.0
20190603:0006,0.0,0.0,0.0,20.27,1.17,0.0
20190603:0106,0.0,0.0,0.0,19.93,1.17,0.0
20190603:0206,0.0,0.0,0.0,19.48,0.97,0.0
20190603:0306,0.0,0.0,0.0,20.27,0.48,0.0
20190603:0406,0.0,3.0,4.05,19.64,0.83,0.0
20190603:0506,125.41,177.47,17.92,20.34,0.55,0.0
20190603:0606,189.99,251.3,31.67,21.84,0.55,0.0
20190603:0706,293.37,381.87,45.08,22.67,0.62,0.0
20190603:0806,386.53,504.9,57.59,23.32,0.69,0.0
20190603:0906,391.6,515.61,67.55,24.41,0.69,0.0
20190603:1006,233.28,309.45,70.49,24.75,0.69,0.0
20190603:1106,50.15,79.87,63.91,25.86,1.1,0.0
20190603:1206,41.61,68.89,52.54,26.4,1.66,0.0
20190603:1306,29.75,52.91,39.55,25.56,1.93,0.0
20190603:1406,15.49,32.95,25.95,25.29,1.38,0.0
20190603:1506,25.5,46.92,12.13,24.39,1.38,0.0
20190603:1606,0.0,0.0,0.0,23.88,0.9,0.0
20190603:1706,0.0,0.0,0.0,22.98,1.45,0.0
20190603:1806,0.0,0.0,0.0,22.1,1.45,0.0
20190603:1906,0.0,0.0,0.0,22.62,0.9,0.0
20190603:2006,0.0,0.0,0.0,22.08,0.9,0.0
20190603:2106,0.0,0.0,0.0,21.3,1.1,0.0
20190603:2206,0.0,0.0,0.0,21.58,0.76,0.0
20190603:2306,0.0,0.0,0.0,20.29,1.24,0.0
20190604:0006,0.0,0.0,0.0,19.98,1.38,0.0
20190604:0106,0.0,0.0,0.0,19.58,1.38,0.0
20190604:0206,0.0,0.0,0.0,19.64,1.24,0.0
20190604:0306,0.0,0.0,0.0,19.5,1.24,0.0
20190604:0406,7.49,21.79,4.02,19.39,1.1,0.0
20190604:0506,92.99,132.66,17.87,20.15,0.83,0.0
20190604:0606,277.83,361.0,31.61,21.47,0.69,0.0
20190604:0706,284.47,371.3,45.01,23.33,0.76,0.0
20190604:0806,235.06,312.25,57.49,24.99,0.55,0.0
20190604:0906,545.7,743.74,67.43,26.36,0.14,0.0
20190604:1006,394.89,533.36,70.38,27.51,0.07,0.0
20190604:1106,118.91,168.72,63.85,28.56,0.55,0.0
20190604:1206,41.0,68.89,52.52,28.98,0.69,0.0
20190604:1306,29.38,52.91,39.55,27.5,0.14,0.0
20190604:1406,17.4,35.94,25.98,26.84,1.03,0.0
20190604:1506,20.43,39.93,12.16,24.6,1.31,0.0
20190604:1606,0.0,0.0,0.0,23.53,1.03,0.0
20190604:1706,0.0,0.0,0.0,22.65,1.59,0.0
20190604:1806,0.0,0.0,0.0,22.03,1.72,0.0
20190604:1906,0.0,0.0,0.0,21.72,0.48,0.0
20190604:2006,0.0,0.0,0.0,21.03,0.76,0.0
20190604:2106,0.0,0.0,0.0,20.86,0.97,0.0
20190604:2206,0.0,0.0,0.0,20.71,0.83,0.0
20190604:2306,0.0,0.0,0.0,20.63,0.76,0.0
20190605:0006,0.0,0.0,0.0,20.62,0.97,0.0
20190605:0106,0.0,0.0,0.0,20.4,0.69,0.0
20190605:0206,0.0,0.0,0.0,20.6,0.62,0.0
20190605:0306,0.0,0.0,0.0,20.75,0.69,0.0
20190605:0406,8.3,23.96,3.98,20.71,0.83,0.0
20190605:0506,138.6,198.23,17.82,20.87,0.97,0.0
20190605:0606,278.34,359.99,31.55,21.37,1.24,0.0
20190605:0706,448.17,575.94,44.93,22.91,1.59,0.0
20190605:0806,589.64,774.61,57.4,24.01,1.31,0.0
20190605:0906,641.09,851.07,67.31,24.96,1.59,0.0
20190605:1006,637.17,844.33,70.27,25.48,1.93,0.0
20190605:1106,532.77,700.32,63.8,26.02,2.0,0.0
20190605:1206,198.2,265.46,52.5,26.64,2.0,0.0
20190605:1306,287.28,377.42,39.56,26.94,2.14,0.0
20190605:1406,153.69,210.86,26.0,26.87,2.0,0.0
20190605:1506,54.84,89.17,12.2,26.4,1.66,0.0
20190605:1606,0.0,0.0,0.0,25.5,1.17,0.0
20190605:1706,0.0,0.0,0.0,24.65,1.17,0.0
20190605:1806,0.0,0.0,0.0,23.8,1.24,0.0
20190605:1906,0.0,0.0,0.0,23.59,0.97,0.0
20190605:2006,0.0,0.0,0.0,23.19,0.97,0.0
20190605:2106,0.0,0.0,0.0,22.89,0.97,0.0
20190605:2206,0.0,0.0,0.0,22.41,0.97,0.0
20190605:2306,0.0,0.0,0.0,22.83,0.76,0.0
20190606:0006,0.0,0.0,0.0,22.81,0.69,0.0
20190606:0106,0.0,0.0,0.0,22.77,0.69,0.0
20190606:0206,0.0,0.0,0.0,21.95,0.9,0.0
20190606:0306,0.0,0.0,0.0,21.13,1.1,0.0
20190606:0406,4.33,14.98,3.94,21.13,1.03,0.0
20190606:0506,117.07,167.16,17.78,22.14,0.55,0.0
20190606:0606,117.01,162.65,31.5,23.61,0.62,0.0
20190606:0706,419.33,549.85,44.86,24.28,0.48,0.0
20190606:0806,519.61,693.44,57.31,25.77,0.62,0.0
20190606:0906,617.18,837.15,67.2,26.41,0.76,0.0
20190606:1006,633.13,861.6,70.18,26.96,0.9,0.0
20190606:1106,353.98,470.57,63.75,27.69,1.17,0.0
20190606:1206,41.31,68.89,52.49,27.62,1.03,0.0
20190606:1306,29.46,52.91,39.57,27.26,1.1,0.0
20190606:1406,15.4,32.95,26.02,26.4,1.79,0.0
20190606:1506,10.18,24.96,12.24,25.59,1.79,0.0
20190606:1606,0.0,0.0,0.0,24.72,1.45,0.0
20190606:1706,0.0,0.0,0.0,23.86,1.1,0.0
20190606:1806,0.0,0.0,0.0,23.13,1.1,0.0
20190606:1906,0.0,0.0,0.0,22.54,1.17,0.0
20190606:2006,0.0,0.0,0.0,22.36,0.76,0.0
20190606:2106,0.0,0.0,0.0,22.17,0.76,0.0
20190606:2206,0.0,0.0,0.0,21.83,0.69,0.0
20190606:2306,0.0,0.0,0.0,20.87,0.9,0.0
20190607:0006,0.0,0.0,0.0,20.77,0.9,0.0
20190607:0106,0.0,0.0,0.0,20.92,0.76,0.0
20190607:0206,0.0,0.0,0.0,20.54,0.62,0.0
20190607:0306,0.0,0.0,0.0,20.26,0.28,0.0
20190607:0406,5.41,17.21,3.9,20.19,0.41,0.0
20190607:0506,59.91,90.71,17.73,20.75,0.14,0.0
20190607:0606,240.67,314.25,31.44,21.67,0.69,0.0
20190607:0706,399.14,519.96,44.79,23.61,0.69,0.0
20190607:0806,492.49,648.5,57.22,24.47,0.9,0.0
20190607:0906,533.18,710.06,67.1,25.19,0.9,0.0
20190607:1006,637.01,866.07,70.08,26.42,0.83,0.0
20190607:1106,573.68,769.9,63.71,27.36,1.24,0.0
20190607:1206,523.76,692.68,52.48,27.66,1.66,0.0
20190607:1306,423.94,547.97,39.58,25.94,2.48,0.0
20190607:1406,255.59,342.47,26.05,24.94,1.93,0.0
20190607:1506,77.54,133.51,12.27,24.61,0.97,0.0
20190607:1606,0.0,0.0,0.0,24.4,0.14,0.0
20190607:1706,0.0,0.0,0.0,23.65,0.55,0.0
20190607:1806,0.0,0.0,0.0,23.86,0.48,0.0
20190607:1906,0.0,0.0,0.0,20.91,1.24,0.0
20190607:2006,0.0,0.0,0.0,20.81,0.97,0.0
20190607:2106,0.0,0.0,0.0,21.02,0.69,0.0
20190607:2206,0.0,0.0,0.0,20.86,0.62,0.0
20190607:2306,0.0,0.0,0.0,20.18,0.83,0.0
20190608:0006,0.0,0.0,0.0,19.93,0.83,0.0
20190608:0106,0.0,0.0,0.0,20.6,0.28,0.0
20190608:0206,0.0,0.0,0.0,20.44,0.28,0.0
20190608:0306,0.0,0.0,0.0,19.92,0.55,0.0
20190608:0406,4.86,16.21,3.86,19.61,0.69,0.0
20190608:0506,96.61,138.0,17.68,20.32,0.14,0.0
20190608:0606,157.17,210.74,31.38,21.61,0.34,0.0
20190608:0706,449.29,579.88,44.72,22.84,1.17,0.0
20190608:0806,593.62,780.42,57.13,23.9,1.24,0.0
20190608:0906,465.58,612.78,67.0,25.27,1.38,0.0
20190608:1006,256.53,339.27,70.0,26.07,1.59,0.0
20190608:1106,361.27,474.39,63.67,26.91,2.14,0.0
20190608:1206,496.44,655.55,52.48,27.55,1.66,0.0
20190608:1306,301.93,397.66,39.6,26.75,1.38,0.0
20190608:1406,125.85,175.73,26.08,25.62,0.21,0.0
20190608:1506,65.95,106.76,12.31,25.28,0.97,0.0
20190608:1606,0.0,0.0,0.0,24.52,1.72,0.0
20190608:1706,0.0,0.0,0.0,23.45,2.0,0.0
20190608:1806,0.0,0.0,0.0,22.89,1.79,0.0
20190608:1906,0.0,0.0,0.0,22.16,1.24,0.0
20190608:2006,0.0,0.0,0.0,22.15,0.9,0.0
20190608:2106,0.0,0.0,0.0,22.96,0.48,0.0
20190608:2206,0.0,0.0,0.0,21.07,1.1,0.0
20190608:2306,0.0,0.0,0.0,20.66,1.45,0.0
20190609:0006,0.0,0.0,0.0,20.74,1.45,0.0
20190609:0106,0.0,0.0,0.0,20.37,1.31,0.0
20190609:0206,0.0,0.0,0.0,20.05,1.31,0.0
20190609:0306,0.0,0.0,0.0,19.44,1.1,0.0
20190609:0406,0.0,3.0,3.82,19.76,0.69,0.0
20190609:0506,48.33,75.87,17.63,20.4,0.34,0.0
20190609:0606,111.53,154.67,31.32,21.84,0.62,0.0
20190609:0706,345.3,446.47,44.65,21.86,0.62,0.0
20190609:0806,427.3,556.55,57.05,22.09,0.55,0.0
20190609:0906,396.03,518.34,66.9,22.29,0.34,0.0
20190609:1006,585.51,781.25,69.92,22.5,0.41,0.0
20190609:1106,635.43,851.05,63.64,23.21,0.55,0.0
20190609:1206,522.71,687.91,52.48,23.89,0.69,0.0
20190609:1306,29.91,52.91,39.61,24.29,0.76,0.0
20190609:1406,36.58,61.9,26.11,24.82,1.03,0.0
20190609:1506,4.22,14.98,12.35,24.82,1.31,0.0
20190609:1606,0.0,0.0,0.0,24.15,0.9,0.0
20190609:1706,0.0,0.0,0.0,22.92,0.76,0.0
20190609:1806,0.0,0.0,0.0,22.48,0.69,0.0
20190609:1906,0.0,0.0,0.0,21.54,1.03,0.0
20190609:2006,0.0,0.0,0.0,21.34,1.1,0.0
20190609:2106,0.0,0.0,0.0,21.0,0.9,0.0
20190609:2206,0.0,0.0,0.0,21.08,0.76,0.0
20190609:2306,0.0,0.0,0.0,21.73,0.34,0.0
20190610:0006,0.0,0.0,0.0,21.3,0.62,0.0
20190610:0106,0.0,0.0,0.0,20.3,0.9,0.0
20190610:0206,0.0,0.0,0.0,19.73,1.03,0.0
20190610:0306,0.0,0.0,0.0,19.73,1.03,0.0
20190610:0406,0.08,5.99,3.78,19.75,1.03,0.0
20190610:0506,36.55,60.9,17.58,20.84,0.48,0.0
20190610:0606,138.36,188.28,31.26,22.35,0.28,0.0
20190610:0706,292.49,384.4,44.58,23.54,0.07,0.0
20190610:0806,309.19,408.43,56.97,24.84,0.34,0.0
20190610:0906,608.04,822.65,66.81,26.22,0.76,0.0
20190610:1006,630.51,852.66,69.85,27.23,1.24,0.0
20190610:1106,102.27,146.76,63.61,27.98,1.79,0.0
20190610:1206,401.19,526.22,52.48,26.81,1.79,0.0
20190610:1306,361.61,471.82,39.64,26.29,1.79,0.0
20190610:1406,90.28,130.69,26.14,25.57,0.62,0.0
20190610:1506,78.89,135.91,12.39,24.88,0.55,0.0
20190610:1606,0.0,0.0,0.0,23.83,1.31,0.0
20190610:1706,0.0,0.0,0.0,23.93,0.48,0.0
20190610:1806,0.0,0.0,0.0,22.18,1.45,0.0
20190610:1906,0.0,0.0,0.0,21.67,1.31,0.0
20190610:2006,0.0,0.0,0.0,20.97,1.52,0.0
20190610:2106,0.0,0.0,0.0,20.96,1.24,0.0
20190610:2206,0.0,0.0,0.0,21.5,0.9,0.0
20190610:2306,0.0,0.0,0.0,22.26,0.69,0.0
20190611:0006,0.0,0.0,0.0,21.26,0.9,0.0
20190611:0106,0.0,0.0,0.0,20.13,1.24,0.0
20190611:0206,0.0,0.0,0.0,19.95,1.31,0.0
20190611:0306,0.0,0.0,0.0,19.95,1.31,0.0
20190611:0406,4.36,14.98,3.74,19.91,1.17,0.0
20190611:0506,13.12,28.95,17.53,20.77,0.69,0.0
20190611:0606,43.89,70.88,31.2,22.76,0.69,0.0
20190611:0706,94.85,134.78,44.51,23.14,1.1,0.0
20190611:0806,151.21,204.66,56.89,23.83,1.24,0.0
20190611:0906,161.85,218.64,66.72,24.72,1.31,0.0
20190611:1006,119.11,166.72,69.78,26.17,1.38,0.0
20190611:1106,577.16,768.55,63.59,27.11,1.66,0.0
20190611:1206,543.12,714.89,52.49,27.46,2.0,0.0
20190611:1306,392.28,512.57,39.66,27.27,2.07,0.0
20190611:1406,253.1,340.79,26.17,26.54,2.34,0.0
20190611:1506,78.31,134.01,12.44,26.12,1.72,0.0
20190611:1606,0.0,0.0,0.0,25.32,1.31,0.0
20190611:1706,0.0,0.0,0.0,24.29,1.31,0.0
20190611:1806,0.0,0.0,0.0,23.65,1.03,0.0
20190611:1906,0.0,0.0,0.0,24.96,0.55,0.0
20190611:2006,0.0,0.0,0.0,24.21,0.76,0.0
20190611:2106,0.0,0.0,0.0,24.22,0.69,0.0
20190611:2206,0.0,0.0,0.0,24.02,0.55,0.0
20190611:2306,0.0,0.0,0.0,23.71,0.41,0.0
20190612:0006,0.0,0.0,0.0,23.35,0.69,0.0
20190612:0106,0.0,0.0,0.0,21.02,1.38,0.0
20190612:0206,0.0,0.0,0.0,20.57,1.59,0.0
20190612:0306,0.0,0.0,0.0,20.27,1.59,0.0
20190612:0406,5.29,17.33,3.7,19.87,1.38,0.0
20190612:0506,111.49,158.84,17.48,20.93,0.83,0.0
20190612:0606,215.28,283.65,31.14,23.17,1.17,0.0
20190612:0706,409.39,531.93,44.44,24.99,1.52,0.0
20190612:0806,561.93,739.75,56.82,26.05,1.72,0.0
20190612:0906,663.41,886.7,66.64,27.04,1.93,0.0
20190612:1006,660.2,886.52,69.72,27.87,2.0,0.0
20190612:1106,584.97,781.28,63.57,28.53,2.0,0.0
20190612:1206,564.08,748.28,52.5,29.01,2.07,0.0
20190612:1306,432.85,568.77,39.68,28.44,2.0,0.0
20190612:1406,257.81,349.94,26.21,27.8,2.07,0.0
20190612:1506,78.46,134.19,12.48,26.93,2.21,0.0
20190612:1606,0.0,0.0,0.0,25.85,1.66,0.0
20190612:1706,0.0,0.0,0.0,24.62,1.52,0.0
20190612:1806,0.0,0.0,0.0,23.54,1.31,0.0
20190612:1906,0.0,0.0,0.0,23.6,1.1,0.0
20190612:2006,0.0,0.0,0.0,24.5,0.83,0.0
20190612:2106,0.0,0.0,0.0,24.61,0.62,0.0
20190612:2206,0.0,0.0,0.0,23.63,0.83,0.0
20190612:2306,0.0,0.0,0.0,23.33,0.76,0.0
20190613:0006,0.0,0.0,0.0,22.69,0.69,0.0
20190613:0106,0.0,0.0,0.0,21.12,0.9,0.0
20190613:0206,0.0,0.0,0.0,19.87,1.1,0.0
20190613:0306,0.0,0.0,0.0,19.14,1.38,0.0
20190613:0406,0.0,2.0,3.65,19.07,1.31,0.0
20190613:0506,7.93,20.97,17.43,20.17,1.03,0.0
20190613:0606,173.93,230.99,31.09,22.18,1.31,0.0
20190613:0706,371.07,481.21,44.38,23.47,1.03,0.0
20190613:0806,597.19,789.69,56.75,24.76,1.17,0.0
20190613:0906,658.74,883.9,66.57,25.47,1.24,0.0
20190613:1006,689.47,926.18,69.67,25.01,1.31,0.0
20190613:1106,646.0,861.74,63.56,25.94,1.52,0.0
20190613:1206,539.5,713.03,52.51,27.19,1.59,0.0
20190613:1306,353.8,463.91,39.71,27.74,2.14,0.0
20190613:1406,133.07,185.3,26.25,27.5,1.93,0.0
20190613:1506,48.7,79.65,12.52,26.96,2.21,0.0
20190613:1606,0.0,0.0,0.0,25.57,1.93,0.0
20190613:1706,0.0,0.0,0.0,24.38,1.38,0.0
20190613:1806,0.0,0.0,0.0,23.33,1.17,0.0
20190613:1906,0.0,0.0,0.0,22.65,1.24,0.0
20190613:2006,0.0,0.0,0.0,22.67,0.97,0.0
20190613:2106,0.0,0.0,0.0,23.69,0.55,0.0
20190613:2206,0.0,0.0,0.0,23.52,0.34,0.0
20190613:2306,0.0,0.0,0.0,23.29,0.41,0.0
20190614:0006,0.0,0.0,0.0,22.57,0.83,0.0
20190614:0106,0.0,0.0,0.0,20.72,1.24,0.0
20190614:0206,0.0,0.0,0.0,19.95,1.38,0.0
20190614:0306,0.0,0.0,0.0,19.55,1.38,0.0
20190614:0406,6.31,19.34,3.61,19.24,1.31,0.0
20190614:0506,74.91,109.94,17.38,20.88,0.55,0.0
20190614:0606,275.42,364.02,31.03,23.52,0.07,0.0
20190614:0706,391.13,514.64,44.32,25.48,0.62,0.0
20190614:0806,569.52,759.53,56.68,26.8,1.17,0.0
20190614:0906,630.7,845.17,66.5,27.62,1.79,0.0
20190614:1006,668.14,895.54,69.62,28.23,2.28,0.0
20190614:1106,637.94,846.93,63.55,28.38,2.62,0.0
20190614:1206,548.93,722.82,52.53,28.78,2.55,0.0
20190614:1306,434.98,569.58,39.74,28.75,2.55,0.0
20190614:1406,254.44,345.18,26.29,28.27,2.41,0.0
20190614:1506,78.98,134.57,12.57,27.65,2.21,0.0
20190614:1606,0.0,0.0,0.0,26.41,1.93,0.0
20190614:1706,0.0,0.0,0.0,25.02,1.66,0.0
20190614:1806,0.0,0.0,0.0,23.94,1.38,0.0
20190614:1906,0.0,0.0,0.0,23.81,0.83,0.0
20190614:2006,0.0,0.0,0.0,22.77,1.1,0.0
20190614:2106,0.0,0.0,0.0,22.05,1.24,0.0
20190614:2206,0.0,0.0,0.0,21.51,1.17,0.0
20190614:2306,0.0,0.0,0.0,20.82,1.17,0.0
20190615:0006,0.0,0.0,0.0,20.63,1.03,0.0
20190615:0106,0.0,0.0,0.0,20.68,0.83,0.0
20190615:0206,0.0,0.0,0.0,20.0,1.17,0.0
20190615:0306,0.0,0.0,0.0,19.73,1.38,0.0
20190615:0406,0.0,3.0,3.56,19.71,1.31,0.0
20190615:0506,54.43,83.72,17.33,20.69,0.9,0.0
20190615:0606,105.93,147.76,30.98,21.96,0.9,0.0
20190615:0706,266.21,347.94,44.26,23.44,0.9,0.0
20190615:0806,100.7,142.76,56.61,24.26,0.9,0.0
20190615:0906,448.44,589.71,66.43,25.0,1.24,0.0
20190615:1006,655.34,875.19,69.58,25.4,1.52,0.0
20190615:1106,631.64,832.18,63.55,23.65,1.45,0.0
20190615:1206,544.79,706.48,52.55,23.85,1.72,0.0
20190615:1306,432.88,558.15,39.77,23.94,1.66,0.0
20190615:1406,235.79,314.37,26.33,24.47,1.93,0.0
20190615:1506,77.87,127.66,12.61,23.87,1.52,0.0
20190615:1606,0.0,0.0,0.0,23.38,1.59,0.0
20190615:1706,0.0,0.0,0.0,22.63,1.66,0.0
20190615:1806,0.0,0.0,0.0,21.98,1.45,0.0
20190615:1906,0.0,0.0,0.0,21.25,1.45,0.0
20190615:2006,0.0,0.0,0.0,20.97,1.1,0.0
20190615:2106,0.0,0.0,0.0,22.1,0.69,0.0
20190615:2206,0.0,0.0,0.0,21.13,0.9,0.0
20190615:2306,0.0,0.0,0.0,20.36,1.1,0.0
20190616:0006,0.0,0.0,0.0,20.03,1.17,0.0
20190616:0106,0.0,0.0,0.0,20.08,1.03,0.0
20190616:0206,0.0,0.0,0.0,19.84,1.1,0.0
20190616:0306,0.0,0.0,0.0,19.69,1.1,0.0
20190616:0406,0.0,2.0,3.51,19.86,1.03,0.0
20190616:0506,7.28,19.97,17.28,20.86,0.62,0.0
20190616:0606,122.06,168.56,30.92,22.97,0.41,0.0
20190616:0706,163.5,219.58,44.2,22.74,0.41,0.0
20190616:0806,347.31,451.81,56.55,22.77,0.76,0.0
20190616:0906,473.08,620.78,66.37,23.19,0.83,0.0
20190616:1006,478.21,632.98,69.55,24.42,0.76,0.0
20190616:1106,537.0,713.26,63.55,25.39,1.03,0.0
20190616:1206,561.92,743.49,52.57,26.22,1.24,0.0
20190616:1306,434.11,566.01,39.81,25.76,1.45,0.0
20190616:1406,256.19,345.88,26.37,25.93,1.24,0.0
20190616:1506,77.94,127.87,12.66,24.55,1.1,0.0
20190616:1606,0.0,0.0,0.0,23.42,1.03,0.0
20190616:1706,0.0,0.0,0.0,22.85,1.31,0.0
20190616:1806,0.0,0.0,0.0,22.24,1.59,0.0
20190616:1906,0.0,0.0,0.0,22.05,0.9,0.0
20190616:2006,0.0,0.0,0.0,21.67,0.9,0.0
20190616:2106,0.0,0.0,0.0,21.34,0.97,0.0
20190616:2206,0.0,0.0,0.0,20.86,1.17,0.0
20190616:2306,0.0,0.0,0.0,20.31,1.24,0.0
20190617:0006,0.0,0.0,0.0,19.93,1.17,0.0
20190617:0106,0.0,0.0,0.0,19.82,0.97,0.0
20190617:0206,0.0,0.0,0.0,19.56,0.97,0.0
20190617:0306,0.0,0.0,0.0,19.02,1.38,0.0
20190617:0406,1.3,8.99,3.47,18.78,1.31,0.0
20190617:0506,29.06,50.92,17.23,20.09,0.55,0.0
20190617:0606,203.06,267.66,30.87,21.8,0.55,0.0
20190617:0706,73.55,108.82,44.14,23.76,0.55,0.0
20190617:0806,141.69,194.68,56.49,25.25,0.55,0.0
20190617:0906,124.3,173.71,66.32,26.39,0.76,0.0
20190617:1006,446.53,593.31,69.52,26.89,1.24,0.0
20190617:1106,457.99,606.75,63.56,27.63,1.72,0.0
20190617:1206,489.19,642.54,52.6,27.01,1.86,0.0
20190617:1306,193.01,258.83,39.84,26.46,1.72,0.0
20190617:1406,205.41,278.81,26.41,26.5,0.69,0.0
20190617:1506,63.02,100.9,12.71,26.18,0.62,0.0
20190617:1606,0.0,0.0,0.0,25.03,1.03,0.0
20190617:1706,0.0,0.0,0.0,23.57,1.38,0.0
20190617:1806,0.0,0.0,0.0,23.54,0.76,0.0
20190617:1906,0.0,0.0,0.0,23.99,0.34,0.0
20190617:2006,0.0,0.0,0.0,23.57,0.28,0.0
20190617:2106,0.0,0.0,0.0,22.39,0.9,0.0
20190617:2206,0.0,0.0,0.0,21.59,0.97,0.0
20190617:2306,0.0,0.0,0.0,21.03,1.03,0.0
20190618:0006,0.0,0.0,0.0,20.71,1.17,0.0
20190618:0106,0.0,0.0,0.0,20.41,1.17,0.0
20190618:0206,0.0,0.0,0.0,20.17,1.17,0.0
20190618:0306,0.0,0.0,0.0,19.97,1.24,0.0
20190618:0406,2.74,11.98,3.42,19.95,1.38,0.0
20190618:0506,87.23,125.8,17.18,20.74,1.1,0.0
20190618:0606,170.75,228.05,30.82,22.83,1.03,0.0
20190618:0706,411.17,537.07,44.09,24.61,0.9,0.0
20190618:0806,543.98,724.13,56.44,25.85,0.9,0.0
20190618:0906,642.99,869.94,66.27,26.19,0.97,0.0
20190618:1006,665.2,908.52,69.5,27.65,1.1,0.0
