Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190726:0806,598.21,789.15,58.46,23.71,1.1,0.0
20190726:0906,628.41,840.24,69.17,25.05,1.24,0.0
20190726:1006,663.03,895.97,72.59,25.73,1.17,0.0
20190726:1106,560.94,750.55,65.46,26.51,1.17,0.0
20190726:1206,560.99,748.61,53.52,27.3,1.17,0.0
20190726:1306,431.04,570.23,40.13,27.31,0.9,0.0
20190726:1406,257.41,349.97,26.23,27.09,0.62,0.0
20190726:1506,74.12,122.3,12.14,26.27,0.97,0.0
20190726:1606,0.0,0.0,0.0,24.34,1.66,0.0
20190726:1706,0.0,0.0,0.0,22.69,2.0,0.0
20190726:1806,0.0,0.0,0.0,21.63,1.66,0.0
20190726:1906,0.0,0.0,0.0,21.79,1.03,0.0
20190726:2006,0.0,0.0,0.0,22.42,0.41,0.0
20190726:2106,0.0,0.0,0.0,22.01,0.28,0.0
20190726:2206,0.0,0.0,0.0,20.73,0.9,0.0
20190726:2306,0.0,0.0,0.0,19.85,1.17,0.0
20190727:0006,0.0,0.0,0.0,19.58,1.31,0.0
20190727:0106,0.0,0.0,0.0,19.19,1.24,0.0
20190727:0206,0.0,0.0,0.0,18.69,0.97,0.0
20190727:0306,0.0,0.0,0.0,18.61,0.76,0.0
20190727:0406,0.0,4.99,3.53,18.83,0.41,0.0
20190727:0506,8.59,21.97,17.68,19.7,0.07,0.0
20190727:0606,59.02,89.89,31.74,21.99,0.34,0.0
20190727:0706,385.49,500.23,45.52,24.18,1.31,0.0
20190727:0806,335.57,439.64,58.57,25.52,1.52,0.0
20190727:0906,612.08,822.67,69.35,26.55,1.31,0.0
20190727:1006,660.77,905.64,72.81,26.94,0.83,0.0
20190727:1106,621.99,851.24,65.61,27.05,0.55,0.0
20190727:1206,571.24,776.91,53.61,27.0,0.21,0.0
20190727:1306,385.39,509.24,40.19,26.53,0.62,0.0
20190727:1406,66.65,100.88,26.26,25.67,1.03,0.0
20190727:1506,12.94,28.97,12.15,23.61,1.66,0.0
20190727:1606,0.0,0.0,0.0,21.73,1.93,0.0
20190727:1706,0.0,0.0,0.0,20.76,1.66,0.0
20190727:1806,0.0,0.0,0.0,20.34,1.03,0.0
20190727:1906,0.0,0.0,0.0,19.02,1.1,0.0
20190727:2006,0.0,0.0,0.0,18.77,0.9,0.0
20190727:2106,0.0,0.0,0.0,18.42,0.9,0.0
20190727:2206,0.0,0.0,0.0,18.2,0.83,0.0
20190727:2306,0.0,0.0,0.0,17.92,1.03,0.0
20190728:0006,0.0,0.0,0.0,17.98,1.03,0.0
20190728:0106,0.0,0.0,0.0,17.93,1.38,0.0
20190728:0206,0.0,0.0,0.0,17.75,1.66,0.0
20190728:0306,0.0,0.0,0.0,17.61,1.17,0.0
20190728:0406,0.0,2.0,3.53,17.69,0.14,0.0
20190728:0506,8.03,20.98,17.7,18.17,0.14,0.0
20190728:0606,30.0,51.94,31.78,18.94,0.21,0.0
20190728:0706,65.65,96.88,45.59,19.0,0.83,0.0
20190728:0806,144.26,192.77,58.68,20.02,1.24,0.0
20190728:0906,432.07,553.06,69.53,19.94,1.38,0.0
20190728:1006,692.27,907.04,73.04,20.37,1.45,0.0
20190728:1106,576.98,760.5,65.76,22.87,1.03,0.0
20190728:1206,580.42,773.57,53.7,24.19,0.48,0.0
20190728:1306,425.63,559.95,40.24,24.66,0.34,0.0
20190728:1406,264.64,354.93,26.29,24.66,0.76,0.0
20190728:1506,75.7,122.74,12.15,24.3,1.45,0.0
20190728:1606,0.0,0.0,0.0,23.43,1.52,0.0
20190728:1706,0.0,0.0,0.0,22.42,1.31,0.0
20190728:1806,0.0,0.0,0.0,21.43,0.83,0.0
20190728:1906,0.0,0.0,0.0,20.71,0.97,0.0
20190728:2006,0.0,0.0,0.0,20.12,0.69,0.0
20190728:2106,0.0,0.0,0.0,19.81,0.48,0.0
20190728:2206,0.0,0.0,0.0,19.18,0.34,0.0
20190728:2306,0.0,0.0,0.0,18.63,0.41,0.0
20190729:0006,0.0,0.0,0.0,18.17,0.41,0.0
20190729:0106,0.0,0.0,0.0,18.04,0.34,0.0
20190729:0206,0.0,0.0,0.0,17.52,0.97,0.0
20190729:0306,0.0,0.0,0.0,17.64,1.03,0.0
20190729:0406,0.0,2.0,3.53,18.02,0.97,0.0
20190729:0506,12.6,27.97,17.72,18.83,0.83,0.0
20190729:0606,128.22,173.68,31.83,20.31,1.03,0.0
20190729:0706,152.8,205.76,45.67,22.6,0.9,0.0
20190729:0806,80.79,117.86,58.8,23.93,0.83,0.0
20190729:0906,407.12,536.52,69.72,24.53,0.76,0.0
20190729:1006,294.01,389.2,73.26,25.52,0.69,0.0
20190729:1106,332.83,439.32,65.91,25.38,0.76,0.0
20190729:1206,105.98,149.82,53.78,25.1,0.97,0.0
20190729:1306,357.7,462.47,40.29,23.8,1.45,0.0
20190729:1406,169.64,228.1,26.31,23.0,0.62,0.0
20190729:1506,22.77,42.95,12.16,23.03,0.83,0.0
20190729:1606,0.0,0.0,0.0,22.14,1.38,0.0
20190729:1706,0.0,0.0,0.0,20.99,1.17,0.0
20190729:1806,0.0,0.0,0.0,20.21,1.45,0.0
20190729:1906,0.0,0.0,0.0,19.77,1.31,0.0
20190729:2006,0.0,0.0,0.0,19.34,1.1,0.0
20190729:2106,0.0,0.0,0.0,19.0,1.24,0.0
20190729:2206,0.0,0.0,0.0,18.67,1.17,0.0
20190729:2306,0.0,0.0,0.0,18.37,1.03,0.0
20190730:0006,0.0,0.0,0.0,18.06,0.97,0.0
20190730:0106,0.0,0.0,0.0,17.84,0.69,0.0
20190730:0206,0.0,0.0,0.0,17.77,0.28,0.0
20190730:0306,0.0,0.0,0.0,17.26,0.55,0.0
20190730:0406,0.0,4.0,3.53,16.9,0.55,0.0
20190730:0506,48.08,74.91,17.74,18.38,0.55,0.0
20190730:0606,135.21,181.62,31.87,19.74,1.17,0.0
20190730:0706,183.82,241.63,45.74,20.74,1.17,0.0
20190730:0806,241.56,313.46,58.92,21.42,1.38,0.0
20190730:0906,450.12,585.11,69.91,22.03,1.03,0.0
20190730:1006,599.93,797.03,73.5,22.94,0.9,0.0
20190730:1106,553.27,734.35,66.06,23.49,0.69,0.0
20190730:1206,124.2,171.8,53.87,23.89,0.55,0.0
20190730:1306,139.62,191.73,40.34,24.52,0.21,0.0
20190730:1406,147.78,202.31,26.33,24.46,0.28,0.0
20190730:1506,19.09,37.95,12.15,23.88,0.28,0.0
20190730:1606,0.0,0.0,0.0,23.02,0.41,0.0
20190730:1706,0.0,0.0,0.0,22.18,0.69,0.0
20190730:1806,0.0,0.0,0.0,21.14,0.97,0.0
20190730:1906,0.0,0.0,0.0,19.96,1.1,0.0
20190730:2006,0.0,0.0,0.0,19.86,0.97,0.0
20190730:2106,0.0,0.0,0.0,19.8,0.97,0.0
20190730:2206,0.0,0.0,0.0,19.52,1.03,0.0
20190730:2306,0.0,0.0,0.0,19.42,1.03,0.0
20190731:0006,0.0,0.0,0.0,19.15,1.03,0.0
20190731:0106,0.0,0.0,0.0,18.97,1.1,0.0
20190731:0206,0.0,0.0,0.0,18.9,1.1,0.0
20190731:0306,0.0,0.0,0.0,18.68,1.17,0.0
20190731:0406,5.43,17.68,3.53,18.47,1.1,0.0
20190731:0506,14.63,30.96,17.77,19.28,1.86,0.0
20190731:0606,124.96,169.69,31.92,20.42,1.24,0.0
20190731:0706,401.1,514.94,45.82,20.93,0.83,0.0
20190731:0806,298.95,390.72,59.04,22.37,0.28,0.0
20190731:0906,137.93,188.78,70.11,23.43,0.14,0.0
20190731:1006,104.61,147.82,73.73,24.46,0.69,0.0
20190731:1106,130.35,179.79,66.21,25.01,1.38,0.0
20190731:1206,153.88,209.75,53.96,25.78,1.31,0.0
20190731:1306,327.76,429.1,40.38,25.81,1.31,0.0
20190731:1406,125.81,174.19,26.35,24.92,1.59,0.0
20190731:1506,16.38,33.96,12.15,23.05,0.83,0.0
20190731:1606,0.0,0.0,0.0,22.11,1.31,0.0
20190731:1706,0.0,0.0,0.0,21.22,1.52,0.0
20190731:1806,0.0,0.0,0.0,20.5,1.38,0.0
20190731:1906,0.0,0.0,0.0,19.94,0.83,0.0
20190731:2006,0.0,0.0,0.0,20.23,0.48,0.0
20190731:2106,0.0,0.0,0.0,19.09,0.69,0.0
20190731:2206,0.0,0.0,0.0,18.46,0.83,0.0
20190731:2306,0.0,0.0,0.0,17.8,1.1,0.0
20190801:0006,0.0,0.0,0.0,17.78,1.31,0.0
20190801:0106,0.0,0.0,0.0,17.78,1.31,0.0
20190801:0206,0.0,0.0,0.0,17.56,1.17,0.0
20190801:0306,0.0,0.0,0.0,17.43,1.17,0.0
20190801:0406,6.37,20.62,3.54,17.45,1.24,0.0
20190801:0506,134.45,188.58,17.79,19.05,1.03,0.0
20190801:0606,335.79,431.64,31.97,21.38,1.45,0.0
20190801:0706,492.51,632.43,45.9,23.32,1.93,0.0
20190801:0806,575.23,750.58,59.17,24.71,2.07,0.0
20190801:0906,669.08,890.99,70.32,25.75,1.93,0.0
20190801:1006,691.5,933.74,73.97,26.44,1.59,0.0
20190801:1106,550.56,733.87,66.36,27.13,1.59,0.0
20190801:1206,566.98,752.28,54.04,27.34,1.59,0.0
20190801:1306,445.16,583.86,40.42,27.38,1.66,0.0
20190801:1406,266.55,359.25,26.37,27.14,1.72,0.0
20190801:1506,65.54,105.27,12.15,25.51,1.45,0.0
20190801:1606,0.0,0.0,0.0,24.51,1.52,0.0
20190801:1706,0.0,0.0,0.0,23.55,1.59,0.0
20190801:1806,0.0,0.0,0.0,22.67,1.59,0.0
20190801:1906,0.0,0.0,0.0,22.05,1.52,0.0
20190801:2006,0.0,0.0,0.0,21.34,1.72,0.0
20190801:2106,0.0,0.0,0.0,20.76,1.66,0.0
20190801:2206,0.0,0.0,0.0,20.13,1.52,0.0
20190801:2306,0.0,0.0,0.0,19.67,1.45,0.0
20190802:0006,0.0,0.0,0.0,19.12,1.38,0.0
20190802:0106,0.0,0.0,0.0,18.65,1.24,0.0
20190802:0206,0.0,0.0,0.0,18.46,1.31,0.0
20190802:0306,0.0,0.0,0.0,18.33,1.38,0.0
20190802:0406,1.31,8.99,3.55,18.02,1.24,0.0
20190802:0506,155.79,222.12,17.82,19.88,1.17,0.0
20190802:0606,310.1,398.53,32.02,22.33,2.28,0.0
20190802:0706,452.18,576.23,45.98,24.38,3.52,0.0
20190802:0806,623.18,805.59,59.3,25.72,3.59,0.0
20190802:0906,710.61,938.88,70.52,26.8,3.1,0.0
20190802:1006,734.02,982.74,74.22,27.72,2.76,0.0
20190802:1106,683.72,913.76,66.51,28.27,2.55,0.0
20190802:1206,544.62,719.08,54.12,28.44,2.34,0.0
20190802:1306,297.26,392.41,40.47,28.19,2.14,0.0
20190802:1406,257.1,346.38,26.38,27.58,2.0,0.0
20190802:1506,81.98,139.74,12.14,26.19,0.9,0.0
20190802:1606,0.0,0.0,0.0,24.17,0.34,0.0
20190802:1706,0.0,0.0,0.0,22.24,0.69,0.0
20190802:1806,0.0,0.0,0.0,21.0,0.9,0.0
20190802:1906,0.0,0.0,0.0,20.74,0.97,0.0
20190802:2006,0.0,0.0,0.0,20.32,1.03,0.0
20190802:2106,0.0,0.0,0.0,20.09,1.03,0.0
20190802:2206,0.0,0.0,0.0,19.88,1.31,0.0
20190802:2306,0.0,0.0,0.0,19.72,1.17,0.0
20190803:0006,0.0,0.0,0.0,19.34,1.1,0.0
20190803:0106,0.0,0.0,0.0,18.96,1.24,0.0
20190803:0206,0.0,0.0,0.0,18.49,1.24,0.0
20190803:0306,0.0,0.0,0.0,18.13,1.1,0.0
20190803:0406,5.98,19.06,3.56,17.58,0.97,0.0
20190803:0506,159.78,228.29,17.85,19.17,0.48,0.0
20190803:0606,355.91,462.17,32.08,21.54,0.48,0.0
20190803:0706,509.97,663.88,46.07,23.77,1.1,0.0
20190803:0806,617.37,810.6,59.43,25.13,2.0,0.0
20190803:0906,651.55,862.56,70.73,25.61,2.21,0.0
20190803:1006,681.96,903.33,74.47,25.56,2.41,0.0
20190803:1106,664.92,877.2,66.66,25.69,2.41,0.0
20190803:1206,526.64,687.5,54.2,26.32,2.34,0.0
20190803:1306,469.4,608.67,40.51,26.41,2.34,0.0
20190803:1406,279.35,374.04,26.39,26.46,2.28,0.0
20190803:1506,75.82,123.27,12.13,25.39,2.07,0.0
20190803:1606,0.0,0.0,0.0,24.25,1.24,0.0
20190803:1706,0.0,0.0,0.0,23.11,0.83,0.0
20190803:1806,0.0,0.0,0.0,23.17,0.55,0.0
20190803:1906,0.0,0.0,0.0,21.63,1.31,0.0
20190803:2006,0.0,0.0,0.0,20.99,1.31,0.0
20190803:2106,0.0,0.0,0.0,20.38,1.24,0.0
20190803:2206,0.0,0.0,0.0,20.05,1.17,0.0
20190803:2306,0.0,0.0,0.0,19.72,1.1,0.0
20190804:0006,0.0,0.0,0.0,19.55,0.9,0.0
20190804:0106,0.0,0.0,0.0,20.02,0.62,0.0
20190804:0206,0.0,0.0,0.0,18.97,0.76,0.0
20190804:0306,0.0,0.0,0.0,19.24,0.48,0.0
20190804:0406,0.0,2.0,3.57,18.48,0.69,0.0
20190804:0506,118.61,166.01,17.89,19.24,0.55,0.0
20190804:0606,244.56,317.42,32.13,20.26,0.34,0.0
20190804:0706,322.68,416.45,46.16,22.14,1.1,0.0
20190804:0806,419.89,550.94,59.56,23.59,0.62,0.0
20190804:0906,652.39,894.14,70.95,24.3,0.21,0.0
20190804:1006,700.79,952.13,74.72,25.01,1.03,0.0
20190804:1106,652.31,870.99,66.8,23.89,1.1,0.0
20190804:1206,268.87,355.0,54.28,25.27,0.9,0.0
20190804:1306,406.3,534.26,40.54,25.8,0.76,0.0
20190804:1406,189.99,257.63,26.4,25.95,0.48,0.0
20190804:1506,71.14,115.0,12.12,25.46,0.14,0.0
20190804:1606,0.0,0.0,0.0,23.71,0.28,0.0
20190804:1706,0.0,0.0,0.0,22.25,0.97,0.0
20190804:1806,0.0,0.0,0.0,21.01,0.28,0.0
20190804:1906,0.0,0.0,0.0,20.22,1.66,0.0
20190804:2006,0.0,0.0,0.0,19.77,1.66,0.0
20190804:2106,0.0,0.0,0.0,19.39,1.72,0.0
20190804:2206,0.0,0.0,0.0,19.19,1.66,0.0
20190804:2306,0.0,0.0,0.0,19.02,1.52,0.0
20190805:0006,0.0,0.0,0.0,18.73,1.24,0.0
20190805:0106,0.0,0.0,0.0,18.26,1.1,0.0
20190805:0206,0.0,0.0,0.0,17.96,0.97,0.0
20190805:0306,0.0,0.0,0.0,17.63,1.24,0.0
20190805:0406,5.48,17.76,3.59,17.69,1.31,0.0
20190805:0506,25.53,45.95,17.93,18.81,1.31,0.0
20190805:0606,357.66,457.3,32.2,20.69,1.59,0.0
20190805:0706,521.85,670.07,46.25,22.49,1.66,0.0
20190805:0806,634.42,832.01,59.7,24.29,1.86,0.0
20190805:0906,673.11,895.32,71.17,25.55,2.0,0.0
20190805:1006,702.17,942.88,74.98,26.04,1.86,0.0
20190805:1106,624.6,833.32,66.95,26.46,1.72,0.0
20190805:1206,331.89,436.5,54.35,26.54,1.59,0.0
20190805:1306,456.1,598.14,40.58,26.5,1.31,0.0
20190805:1406,222.93,300.13,26.41,25.69,0.69,0.0
20190805:1506,58.17,92.99,12.1,24.14,0.21,0.0
20190805:1606,0.0,0.0,0.0,22.5,1.66,0.0
20190805:1706,0.0,0.0,0.0,21.19,1.59,0.0
20190805:1806,0.0,0.0,0.0,20.05,0.9,0.0
20190805:1906,0.0,0.0,0.0,20.34,1.72,0.0
20190805:2006,0.0,0.0,0.0,19.93,1.52,0.0
20190805:2106,0.0,0.0,0.0,19.53,1.52,0.0
20190805:2206,0.0,0.0,0.0,18.9,1.31,0.0
20190805:2306,0.0,0.0,0.0,18.58,1.17,0.0
20190806:0006,0.0,0.0,0.0,18.36,1.24,0.0
20190806:0106,0.0,0.0,0.0,17.99,1.24,0.0
20190806:0206,0.0,0.0,0.0,17.64,1.31,0.0
20190806:0306,0.0,0.0,0.0,17.55,1.24,0.0
20190806:0406,6.32,21.58,3.61,17.11,1.31,0.0
20190806:0506,165.77,235.15,17.96,19.06,1.79,0.0
20190806:0606,370.76,475.12,32.26,20.91,1.45,0.0
20190806:0706,526.49,684.65,46.34,23.13,1.03,0.0
20190806:0806,643.71,858.13,59.84,25.07,1.24,0.0
20190806:0906,701.25,948.11,71.39,26.53,1.59,0.0
20190806:1006,698.2,946.25,75.24,27.47,1.79,0.0
20190806:1106,538.8,722.75,67.1,27.99,1.45,0.0
20190806:1206,596.03,803.17,54.42,28.37,1.17,0.0
20190806:1306,429.89,572.7,40.61,28.44,0.83,0.0
20190806:1406,265.13,361.55,26.41,27.96,0.55,0.0
20190806:1506,66.16,106.5,12.08,26.13,0.62,0.0
20190806:1606,0.0,0.0,0.0,24.74,1.59,0.0
20190806:1706,0.0,0.0,0.0,22.64,2.21,0.0
20190806:1806,0.0,0.0,0.0,21.43,2.0,0.0
20190806:1906,0.0,0.0,0.0,20.3,1.59,0.0
20190806:2006,0.0,0.0,0.0,20.0,1.17,0.0
20190806:2106,0.0,0.0,0.0,19.48,0.76,0.0
20190806:2206,0.0,0.0,0.0,19.54,0.34,0.0
20190806:2306,0.0,0.0,0.0,19.38,0.14,0.0
20190807:0006,0.0,0.0,0.0,19.06,0.34,0.0
20190807:0106,0.0,0.0,0.0,18.84,0.28,0.0
20190807:0206,0.0,0.0,0.0,18.07,0.62,0.0
20190807:0306,0.0,0.0,0.0,17.4,1.1,0.0
20190807:0406,0.0,4.99,3.63,17.27,1.17,0.0
20190807:0506,87.78,124.98,18.01,18.87,0.69,0.0
20190807:0606,368.86,476.4,32.32,21.3,0.83,0.0
20190807:0706,522.7,685.97,46.44,24.07,0.76,0.0
20190807:0806,637.03,855.7,59.99,25.81,1.03,0.0
20190807:0906,698.88,950.44,71.62,27.09,1.45,0.0
20190807:1006,727.97,993.39,75.5,28.08,1.79,0.0
20190807:1106,671.72,914.81,67.24,28.56,1.52,0.0
20190807:1206,601.7,808.29,54.49,28.38,1.38,0.0
20190807:1306,448.26,592.48,40.64,28.34,1.45,0.0
20190807:1406,284.94,387.68,26.41,27.84,0.97,0.0
20190807:1506,79.36,134.03,12.06,27.26,0.76,0.0
20190807:1606,0.0,0.0,0.0,25.82,0.41,0.0
20190807:1706,0.0,0.0,0.0,24.55,0.83,0.0
20190807:1806,0.0,0.0,0.0,23.05,1.59,0.0
20190807:1906,0.0,0.0,0.0,21.65,2.14,0.0
20190807:2006,0.0,0.0,0.0,20.67,1.66,0.0
20190807:2106,0.0,0.0,0.0,20.14,1.1,0.0
20190807:2206,0.0,0.0,0.0,19.56,1.38,0.0
20190807:2306,0.0,0.0,0.0,19.32,1.24,0.0
20190808:0006,0.0,0.0,0.0,19.16,1.31,0.0
20190808:0106,0.0,0.0,0.0,18.85,1.45,0.0
20190808:0206,0.0,0.0,0.0,18.63,1.59,0.0
20190808:0306,0.0,0.0,0.0,18.45,1.38,0.0
20190808:0406,0.0,2.0,3.65,18.26,1.17,0.0
20190808:0506,57.33,86.82,18.05,19.24,0.83,0.0
20190808:0606,262.85,339.46,32.39,21.17,1.24,0.0
20190808:0706,243.91,318.98,46.53,22.46,0.69,0.0
20190808:0806,437.45,573.49,60.13,24.33,1.03,0.0
20190808:0906,420.25,554.73,71.85,25.47,1.1,0.0
20190808:1006,198.34,266.68,75.77,26.29,0.9,0.0
20190808:1106,63.02,96.88,67.38,26.99,0.62,0.0
20190808:1206,77.77,115.86,54.56,27.44,0.69,0.0
20190808:1306,49.71,79.9,40.66,27.66,1.1,0.0
20190808:1406,37.72,63.92,26.41,27.0,1.52,0.0
20190808:1506,64.06,103.0,12.03,26.21,1.59,0.0
20190808:1606,0.0,0.0,0.0,24.92,2.0,0.0
20190808:1706,0.0,0.0,0.0,23.53,1.1,0.0
20190808:1806,0.0,0.0,0.0,22.65,0.9,0.0
20190808:1906,0.0,0.0,0.0,21.66,1.17,0.0
20190808:2006,0.0,0.0,0.0,20.89,1.24,0.0
20190808:2106,0.0,0.0,0.0,20.26,1.03,0.0
20190808:2206,0.0,0.0,0.0,19.57,1.31,0.0
20190808:2306,0.0,0.0,0.0,19.14,1.45,0.0
20190809:0006,0.0,0.0,0.0,18.97,1.45,0.0
20190809:0106,0.0,0.0,0.0,18.61,1.52,0.0
20190809:0206,0.0,0.0,0.0,18.43,1.38,0.0
20190809:0306,0.0,0.0,0.0,18.47,1.17,0.0
20190809:0406,0.0,2.0,3.68,18.39,1.17,0.0
20190809:0506,8.65,21.97,18.1,18.7,1.79,0.0
20190809:0606,201.03,262.17,32.46,19.84,0.69,0.0
20190809:0706,242.2,316.03,46.64,22.69,1.24,0.0
20190809:0806,229.89,303.56,60.28,24.39,1.17,0.0
20190809:0906,547.22,722.34,72.09,24.33,1.38,0.0
20190809:1006,136.98,187.78,76.04,24.79,1.45,0.0
20190809:1106,125.35,171.8,67.52,23.05,2.0,0.0
20190809:1206,442.96,573.14,54.62,23.48,1.66,0.0
20190809:1306,128.58,176.79,40.68,23.94,1.31,0.0
20190809:1406,119.38,165.46,26.41,23.91,1.52,0.0
20190809:1506,57.82,92.11,12.01,23.51,1.79,0.0
20190809:1606,0.0,0.0,0.0,22.46,1.66,0.0
20190809:1706,0.0,0.0,0.0,21.43,1.24,0.0
20190809:1806,0.0,0.0,0.0,20.64,1.1,0.0
20190809:1906,0.0,0.0,0.0,20.07,1.31,0.0
20190809:2006,0.0,0.0,0.0,19.55,1.24,0.0
20190809:2106,0.0,0.0,0.0,19.3,1.52,0.0
20190809:2206,0.0,0.0,0.0,19.15,1.59,0.0
20190809:2306,0.0,0.0,0.0,18.94,1.66,0.0
20190810:0006,0.0,0.0,0.0,18.69,1.66,0.0
20190810:0106,0.0,0.0,0.0,18.46,1.59,0.0
20190810:0206,0.0,0.0,0.0,18.42,1.45,0.0
20190810:0306,0.0,0.0,0.0,18.26,1.24,0.0
20190810:0406,0.0,2.0,3.7,17.98,1.03,0.0
20190810:0506,36.15,59.93,18.15,19.08,0.97,0.0
20190810:0606,110.04,151.82,32.53,20.98,1.66,0.0
20190810:0706,202.44,264.52,46.74,21.13,1.45,0.0
20190810:0806,473.98,616.13,60.43,22.61,1.17,0.0
20190810:0906,465.88,612.4,72.32,23.69,0.97,0.0
20190810:1006,623.25,835.16,76.31,25.05,1.24,0.0
20190810:1106,656.34,887.24,67.66,25.5,0.97,0.0
20190810:1206,551.44,735.53,54.69,25.79,0.76,0.0
20190810:1306,451.13,595.13,40.7,26.05,0.69,0.0
20190810:1406,221.08,297.1,26.4,25.91,1.1,0.0
20190810:1506,5.92,17.98,11.98,25.02,0.83,0.0
20190810:1606,0.0,0.0,0.0,24.09,0.97,0.0
20190810:1706,0.0,0.0,0.0,22.94,1.1,0.0
20190810:1806,0.0,0.0,0.0,21.54,0.83,0.0
20190810:1906,0.0,0.0,0.0,20.54,0.76,0.0
20190810:2006,0.0,0.0,0.0,19.94,0.97,0.0
20190810:2106,0.0,0.0,0.0,19.38,0.9,0.0
20190810:2206,0.0,0.0,0.0,19.03,0.83,0.0
20190810:2306,0.0,0.0,0.0,18.64,0.83,0.0
20190811:0006,0.0,0.0,0.0,18.55,0.76,0.0
20190811:0106,0.0,0.0,0.0,18.64,0.76,0.0
20190811:0206,0.0,0.0,0.0,18.59,0.97,0.0
20190811:0306,0.0,0.0,0.0,18.48,0.83,0.0
20190811:0406,0.0,4.0,3.73,18.83,0.14,0.0
20190811:0506,68.35,100.72,18.2,19.44,0.28,0.0
20190811:0606,191.86,252.54,32.61,20.88,0.41,0.0
20190811:0706,342.39,444.99,46.84,22.0,0.28,0.0
20190811:0806,284.54,373.12,60.59,22.87,0.28,0.0
20190811:0906,585.04,791.65,72.56,24.5,0.34,0.0
20190811:1006,338.12,451.78,76.59,25.8,0.0,0.0
20190811:1106,238.01,317.57,67.8,25.36,0.21,0.0
20190811:1206,272.27,362.98,54.74,26.1,0.21,0.0
20190811:1306,87.69,127.85,40.72,26.22,0.41,0.0
20190811:1406,47.22,75.91,26.39,25.16,0.69,0.0
20190811:1506,49.47,80.05,11.95,24.04,1.45,0.0
20190811:1606,0.0,0.0,0.0,23.02,1.45,0.0
20190811:1706,0.0,0.0,0.0,22.07,1.79,0.0
20190811:1806,0.0,0.0,0.0,21.48,1.66,0.0
20190811:1906,0.0,0.0,0.0,20.88,0.83,0.0
20190811:2006,0.0,0.0,0.0,20.17,1.24,0.0
20190811:2106,0.0,0.0,0.0,19.41,1.17,0.0
20190811:2206,0.0,0.0,0.0,18.99,1.17,0.0
20190811:2306,0.0,0.0,0.0,18.95,1.1,0.0
20190812:0006,0.0,0.0,0.0,18.72,1.31,0.0
20190812:0106,0.0,0.0,0.0,18.76,1.52,0.0
20190812:0206,0.0,0.0,0.0,18.6,1.72,0.0
20190812:0306,0.0,0.0,0.0,18.44,1.72,0.0
20190812:0406,0.0,2.0,3.77,18.38,1.45,0.0
20190812:0506,29.28,50.94,18.25,18.94,1.45,0.0
20190812:0606,220.78,285.54,32.68,19.8,1.17,0.0
20190812:0706,299.94,383.87,46.95,20.67,1.52,0.0
20190812:0806,436.28,564.3,60.74,22.13,1.24,0.0
20190812:0906,596.25,788.11,72.81,23.25,1.24,0.0
20190812:1006,598.85,796.48,76.87,24.6,1.38,0.0
20190812:1106,374.75,489.95,67.93,25.21,1.72,0.0
20190812:1206,342.53,448.56,54.8,25.83,1.66,0.0
20190812:1306,341.46,447.64,40.74,26.23,1.31,0.0
20190812:1406,123.36,172.36,26.38,26.0,0.83,0.0
20190812:1506,40.93,68.57,11.91,25.57,0.62,0.0
20190812:1606,0.0,0.0,0.0,23.89,0.97,0.0
20190812:1706,0.0,0.0,0.0,22.65,1.52,0.0
20190812:1806,0.0,0.0,0.0,21.67,1.93,0.0
20190812:1906,0.0,0.0,0.0,21.38,1.24,0.0
20190812:2006,0.0,0.0,0.0,21.05,1.52,0.0
20190812:2106,0.0,0.0,0.0,20.57,1.45,0.0
20190812:2206,0.0,0.0,0.0,19.87,0.97,0.0
20190812:2306,0.0,0.0,0.0,19.72,0.48,0.0
20190813:0006,0.0,0.0,0.0,19.53,0.48,0.0
20190813:0106,0.0,0.0,0.0,19.38,0.48,0.0
20190813:0206,0.0,0.0,0.0,19.17,0.69,0.0
20190813:0306,0.0,0.0,0.0,19.12,0.97,0.0
20190813:0406,0.0,2.0,3.8,19.02,1.1,0.0
20190813:0506,63.7,94.81,18.31,19.64,1.03,0.0
20190813:0606,356.37,456.52,32.76,21.02,1.38,0.0
20190813:0706,512.43,658.12,47.06,22.65,1.72,0.0
20190813:0806,637.79,838.1,60.9,24.83,2.0,0.0
20190813:0906,709.56,949.97,73.06,25.91,2.0,0.0
20190813:1006,710.06,961.33,77.15,26.73,1.72,0.0
20190813:1106,675.94,917.08,68.06,27.26,1.38,0.0
20190813:1206,546.65,730.83,54.85,27.64,1.17,0.0
20190813:1306,434.93,575.61,40.75,27.53,0.97,0.0
20190813:1406,263.86,354.07,26.36,25.57,0.97,0.0
20190813:1506,79.55,133.74,11.87,25.02,0.48,0.0
20190813:1606,0.0,0.0,0.0,24.04,0.76,0.0
20190813:1706,0.0,0.0,0.0,22.84,0.41,0.0
20190813:1806,0.0,0.0,0.0,21.63,0.55,0.0
20190813:1906,0.0,0.0,0.0,20.98,1.72,0.0
20190813:2006,0.0,0.0,0.0,19.96,1.31,0.0
20190813:2106,0.0,0.0,0.0,19.59,0.14,0.0
